Fecha,Productos,Ingreso,Tienda,año,dia,mes
2019-09-13,41,9896,2,2019,Friday,September
2019-09-14,47,7645,2,2019,Saturday,September
2019-09-15,34,7856,2,2019,Sunday,September
2019-09-16,41,7015,2,2019,Monday,September
2019-09-17,25,8576,2,2019,Tuesday,September
2019-09-18,38,5088,2,2019,Wednesday,September
2019-09-19,33,9798,2,2019,Thursday,September
2019-09-20,22,5874,2,2019,Friday,September
2019-09-21,27,9632,2,2019,Saturday,September
2019-09-22,49,8488,2,2019,Sunday,September
2019-09-23,45,7159,2,2019,Monday,September
2019-09-24,42,9602,2,2019,Tuesday,September
2019-09-25,36,7597,2,2019,Wednesday,September
2019-09-26,21,9138,2,2019,Thursday,September
2019-09-27,16,6108,2,2019,Friday,September
2019-09-28,50,7021,2,2019,Saturday,September
2019-09-29,23,8196,2,2019,Sunday,September
2019-09-30,27,7952,2,2019,Monday,September
2019-10-01,27,6176,2,2019,Tuesday,October
2019-10-02,35,8277,2,2019,Wednesday,October
2019-10-03,45,8549,2,2019,Thursday,October
2019-10-04,48,5986,2,2019,Friday,October
2019-10-05,15,9639,2,2019,Saturday,October
2019-10-06,45,9097,2,2019,Sunday,October
2019-10-07,44,8857,2,2019,Monday,October
2019-10-08,32,5039,2,2019,Tuesday,October
2019-10-09,32,5326,2,2019,Wednesday,October
2019-10-10,30,8802,2,2019,Thursday,October
2019-10-11,43,6982,2,2019,Friday,October
2019-10-12,27,8072,2,2019,Saturday,October
2019-10-13,47,9825,2,2019,Sunday,October
2019-10-14,20,6009,2,2019,Monday,October
2019-10-15,43,9243,2,2019,Tuesday,October
2019-10-16,46,5800,2,2019,Wednesday,October
2019-10-17,26,8294,2,2019,Thursday,October
2019-10-18,40,9573,2,2019,Friday,October
2019-10-19,19,8307,2,2019,Saturday,October
2019-10-20,48,7257,2,2019,Sunday,October
2019-10-21,45,9109,2,2019,Monday,October
2019-10-22,23,7295,2,2019,Tuesday,October
2019-10-23,47,7713,2,2019,Wednesday,October
2019-10-24,50,8840,2,2019,Thursday,October
2019-10-25,47,8052,2,2019,Friday,October
2019-10-26,38,6545,2,2019,Saturday,October
2019-10-27,42,5487,2,2019,Sunday,October
2019-10-28,27,6184,2,2019,Monday,October
2019-10-29,24,6561,2,2019,Tuesday,October
2019-10-30,46,9800,2,2019,Wednesday,October
2019-10-31,31,9514,2,2019,Thursday,October
2019-11-01,15,8165,2,2019,Friday,November
2019-11-02,21,9467,2,2019,Saturday,November
2019-11-03,44,7881,2,2019,Sunday,November
2019-11-04,25,5788,2,2019,Monday,November
2019-11-05,19,5676,2,2019,Tuesday,November
2019-11-06,28,6846,2,2019,Wednesday,November
2019-11-07,45,5644,2,2019,Thursday,November
2019-11-08,43,7529,2,2019,Friday,November
2019-11-09,50,6581,2,2019,Saturday,November
2019-11-10,25,5015,2,2019,Sunday,November
2019-11-11,17,7065,2,2019,Monday,November
2019-11-12,25,9980,2,2019,Tuesday,November
2019-11-13,37,7740,2,2019,Wednesday,November
2019-11-14,37,8388,2,2019,Thursday,November
2019-11-15,23,9360,2,2019,Friday,November
2019-11-16,23,5371,2,2019,Saturday,November
2019-11-17,44,5935,2,2019,Sunday,November
2019-11-18,15,8689,2,2019,Monday,November
2019-11-19,21,7100,2,2019,Tuesday,November
2019-11-20,41,9178,2,2019,Wednesday,November
2019-11-21,38,6320,2,2019,Thursday,November
2019-11-22,38,8219,2,2019,Friday,November
2019-11-23,41,9661,2,2019,Saturday,November
2019-11-24,46,6636,2,2019,Sunday,November
2019-11-25,39,9418,2,2019,Monday,November
2019-11-26,44,8318,2,2019,Tuesday,November
2019-11-27,30,8661,2,2019,Wednesday,November
2019-11-28,48,7460,2,2019,Thursday,November
2019-11-29,20,9186,2,2019,Friday,November
2019-11-30,41,6729,2,2019,Saturday,November
2019-12-01,31,7329,2,2019,Sunday,December
2019-12-02,17,5579,2,2019,Monday,December
2019-12-03,35,5891,2,2019,Tuesday,December
2019-12-04,40,7484,2,2019,Wednesday,December
2019-12-05,25,8928,2,2019,Thursday,December
2019-12-06,36,6936,2,2019,Friday,December
2019-12-07,38,6652,2,2019,Saturday,December
2019-12-08,47,8463,2,2019,Sunday,December
2019-12-09,16,9177,2,2019,Monday,December
2019-12-10,36,9537,2,2019,Tuesday,December
2019-12-11,45,9133,2,2019,Wednesday,December
2019-12-12,34,5325,2,2019,Thursday,December
2019-12-13,21,6937,2,2019,Friday,December
2019-12-14,29,9004,2,2019,Saturday,December
2019-12-15,16,5565,2,2019,Sunday,December
2019-12-16,21,7521,2,2019,Monday,December
2019-12-17,16,9874,2,2019,Tuesday,December
2019-12-18,46,7286,2,2019,Wednesday,December
2019-12-19,21,7327,2,2019,Thursday,December
2019-12-20,18,5840,2,2019,Friday,December
2019-12-21,25,5224,2,2019,Saturday,December
2019-12-22,27,8052,2,2019,Sunday,December
2019-12-23,50,5099,2,2019,Monday,December
2019-12-24,27,8519,2,2019,Tuesday,December
2019-12-25,22,8502,2,2019,Wednesday,December
2019-12-26,20,7721,2,2019,Thursday,December
2019-12-27,42,7548,2,2019,Friday,December
2019-12-28,17,6003,2,2019,Saturday,December
2019-12-29,48,9845,2,2019,Sunday,December
2019-12-30,15,7907,2,2019,Monday,December
2019-12-31,24,9914,2,2019,Tuesday,December
2020-01-01,25,5968,2,2020,Wednesday,January
2020-01-02,44,8505,2,2020,Thursday,January
2020-01-03,36,5342,2,2020,Friday,January
2020-01-04,50,9553,2,2020,Saturday,January
2020-01-05,22,6417,2,2020,Sunday,January
2020-01-06,19,7214,2,2020,Monday,January
2020-01-07,47,5070,2,2020,Tuesday,January
2020-01-08,15,9482,2,2020,Wednesday,January
2020-01-09,44,8385,2,2020,Thursday,January
2020-01-10,31,9717,2,2020,Friday,January
2020-01-11,50,9271,2,2020,Saturday,January
2020-01-12,47,9712,2,2020,Sunday,January
2020-01-13,36,6155,2,2020,Monday,January
2020-01-14,39,9029,2,2020,Tuesday,January
2020-01-15,31,8386,2,2020,Wednesday,January
2020-01-16,38,9313,2,2020,Thursday,January
2020-01-17,40,7242,2,2020,Friday,January
2020-01-18,27,7348,2,2020,Saturday,January
2020-01-19,32,6713,2,2020,Sunday,January
2020-01-20,39,5683,2,2020,Monday,January
2020-01-21,21,5623,2,2020,Tuesday,January
2020-01-22,50,9474,2,2020,Wednesday,January
2020-01-23,22,6414,2,2020,Thursday,January
2020-01-24,48,8221,2,2020,Friday,January
2020-01-25,17,7472,2,2020,Saturday,January
2020-01-26,36,8653,2,2020,Sunday,January
2020-01-27,27,9052,2,2020,Monday,January
2020-01-28,43,7713,2,2020,Tuesday,January
2020-01-29,27,6996,2,2020,Wednesday,January
2020-01-30,24,8844,2,2020,Thursday,January
2020-01-31,15,5731,2,2020,Friday,January
2020-02-01,32,6625,2,2020,Saturday,February
2020-02-02,22,7674,2,2020,Sunday,February
2020-02-03,28,5910,2,2020,Monday,February
2020-02-04,35,5979,2,2020,Tuesday,February
2020-02-05,20,5052,2,2020,Wednesday,February
2020-02-06,39,6066,2,2020,Thursday,February
2020-02-07,15,5621,2,2020,Friday,February
2020-02-08,18,5631,2,2020,Saturday,February
2020-02-09,29,7496,2,2020,Sunday,February
2020-02-10,47,5914,2,2020,Monday,February
2020-02-11,24,9941,2,2020,Tuesday,February
2020-02-12,47,5400,2,2020,Wednesday,February
2020-02-13,43,9387,2,2020,Thursday,February
2020-02-14,35,6153,2,2020,Friday,February
2020-02-15,42,9598,2,2020,Saturday,February
2020-02-16,19,8384,2,2020,Sunday,February
2020-02-17,19,6179,2,2020,Monday,February
2020-02-18,27,9820,2,2020,Tuesday,February
2020-02-19,20,6427,2,2020,Wednesday,February
2020-02-20,39,9169,2,2020,Thursday,February
2020-02-21,19,8165,2,2020,Friday,February
2020-02-22,25,6052,2,2020,Saturday,February
2020-02-23,25,5707,2,2020,Sunday,February
2020-02-24,19,6440,2,2020,Monday,February
2020-02-25,28,6658,2,2020,Tuesday,February
2020-02-26,16,7536,2,2020,Wednesday,February
2020-02-27,38,5392,2,2020,Thursday,February
2020-02-28,18,6189,2,2020,Friday,February
2020-02-29,39,5198,2,2020,Saturday,February
2020-03-01,34,5714,2,2020,Sunday,March
2020-03-02,24,9097,2,2020,Monday,March
2020-03-03,27,8505,2,2020,Tuesday,March
2020-03-04,26,6647,2,2020,Wednesday,March
2020-03-05,31,9922,2,2020,Thursday,March
2020-03-06,15,5639,2,2020,Friday,March
2020-03-07,37,7044,2,2020,Saturday,March
2020-03-08,21,7680,2,2020,Sunday,March
2020-03-09,40,7744,2,2020,Monday,March
2020-03-10,35,9111,2,2020,Tuesday,March
2020-03-11,28,8426,2,2020,Wednesday,March
2020-03-12,24,5100,2,2020,Thursday,March
2020-03-13,30,8645,2,2020,Friday,March
2020-03-14,25,7664,2,2020,Saturday,March
2020-03-15,32,6326,2,2020,Sunday,March
2020-03-16,17,7733,2,2020,Monday,March
2020-03-17,28,7951,2,2020,Tuesday,March
2020-03-18,26,7212,2,2020,Wednesday,March
2020-03-19,35,7690,2,2020,Thursday,March
2020-03-20,45,7768,2,2020,Friday,March
2020-03-21,15,6138,2,2020,Saturday,March
2020-03-22,23,8919,2,2020,Sunday,March
2020-03-23,21,9903,2,2020,Monday,March
2020-03-24,43,9080,2,2020,Tuesday,March
2020-03-25,20,7427,2,2020,Wednesday,March
2020-03-26,31,6629,2,2020,Thursday,March
2020-03-27,43,6760,2,2020,Friday,March
2020-03-28,23,7134,2,2020,Saturday,March
2020-03-29,47,9190,2,2020,Sunday,March
2020-03-30,25,9536,2,2020,Monday,March
2020-03-31,50,7197,2,2020,Tuesday,March
2020-04-01,44,9586,2,2020,Wednesday,April
2020-04-02,33,9708,2,2020,Thursday,April
2020-04-03,46,9385,2,2020,Friday,April
2020-04-04,40,7367,2,2020,Saturday,April
2020-04-05,39,6513,2,2020,Sunday,April
2020-04-06,42,9249,2,2020,Monday,April
2020-04-07,27,8046,2,2020,Tuesday,April
2020-04-08,41,6221,2,2020,Wednesday,April
2020-04-09,30,8263,2,2020,Thursday,April
2020-04-10,18,5116,2,2020,Friday,April
2020-04-11,36,9521,2,2020,Saturday,April
2020-04-12,42,8160,2,2020,Sunday,April
2020-04-13,41,8866,2,2020,Monday,April
2020-04-14,41,7579,2,2020,Tuesday,April
2020-04-15,43,5383,2,2020,Wednesday,April
2020-04-16,39,8516,2,2020,Thursday,April
2020-04-17,43,5194,2,2020,Friday,April
2020-04-18,36,6524,2,2020,Saturday,April
2020-04-19,46,8692,2,2020,Sunday,April
2020-04-20,38,9355,2,2020,Monday,April
2020-04-21,47,5325,2,2020,Tuesday,April
2020-04-22,48,7910,2,2020,Wednesday,April
2020-04-23,23,8484,2,2020,Thursday,April
2020-04-24,29,5388,2,2020,Friday,April
2020-04-25,46,9798,2,2020,Saturday,April
2020-04-26,25,8326,2,2020,Sunday,April
2020-04-27,39,7833,2,2020,Monday,April
2020-04-28,43,9129,2,2020,Tuesday,April
2020-04-29,30,6200,2,2020,Wednesday,April
2020-04-30,32,6329,2,2020,Thursday,April
2020-05-01,44,5320,2,2020,Friday,May
2020-05-02,33,7289,2,2020,Saturday,May
2020-05-03,40,5402,2,2020,Sunday,May
2020-05-04,19,8988,2,2020,Monday,May
2020-05-05,15,7461,2,2020,Tuesday,May
2020-05-06,35,6924,2,2020,Wednesday,May
2020-05-07,29,8614,2,2020,Thursday,May
2020-05-08,20,5450,2,2020,Friday,May
2020-05-09,22,8645,2,2020,Saturday,May
2020-05-10,20,8207,2,2020,Sunday,May
2020-05-11,48,8903,2,2020,Monday,May
2020-05-12,17,9730,2,2020,Tuesday,May
2020-05-13,26,9143,2,2020,Wednesday,May
2020-05-14,46,6352,2,2020,Thursday,May
2020-05-15,49,8136,2,2020,Friday,May
2020-05-16,20,6840,2,2020,Saturday,May
2020-05-17,39,9316,2,2020,Sunday,May
2020-05-18,32,6307,2,2020,Monday,May
2020-05-19,38,9833,2,2020,Tuesday,May
2020-05-20,45,9637,2,2020,Wednesday,May
2020-05-21,25,5435,2,2020,Thursday,May
2020-05-22,47,6021,2,2020,Friday,May
2020-05-23,22,9419,2,2020,Saturday,May
2020-05-24,25,8693,2,2020,Sunday,May
2020-05-25,27,5835,2,2020,Monday,May
2020-05-26,24,5532,2,2020,Tuesday,May
2020-05-27,49,5916,2,2020,Wednesday,May
2020-05-28,23,8841,2,2020,Thursday,May
2020-05-29,35,9847,2,2020,Friday,May
2020-05-30,49,9717,2,2020,Saturday,May
2020-05-31,40,7336,2,2020,Sunday,May
2020-06-01,33,7379,2,2020,Monday,June
2020-06-02,45,6904,2,2020,Tuesday,June
2020-06-03,21,9696,2,2020,Wednesday,June
2020-06-04,20,9446,2,2020,Thursday,June
2020-06-05,42,6857,2,2020,Friday,June
2020-06-06,33,7352,2,2020,Saturday,June
2020-06-07,32,6475,2,2020,Sunday,June
2020-06-08,24,9345,2,2020,Monday,June
2020-06-09,48,7728,2,2020,Tuesday,June
2020-06-10,41,5223,2,2020,Wednesday,June
2020-06-11,42,8617,2,2020,Thursday,June
2020-06-12,46,6030,2,2020,Friday,June
2020-06-13,38,7728,2,2020,Saturday,June
2020-06-14,20,5488,2,2020,Sunday,June
2020-06-15,40,7961,2,2020,Monday,June
2020-06-16,30,5781,2,2020,Tuesday,June
2020-06-17,34,6639,2,2020,Wednesday,June
2020-06-18,33,8066,2,2020,Thursday,June
2020-06-19,21,5643,2,2020,Friday,June
2020-06-20,29,9972,2,2020,Saturday,June
2020-06-21,50,6308,2,2020,Sunday,June
2020-06-22,15,6078,2,2020,Monday,June
2020-06-23,43,6963,2,2020,Tuesday,June
2020-06-24,43,5919,2,2020,Wednesday,June
2020-06-25,47,5146,2,2020,Thursday,June
2020-06-26,39,8139,2,2020,Friday,June
2020-06-27,36,8799,2,2020,Saturday,June
2020-06-28,16,9238,2,2020,Sunday,June
2020-06-29,21,6305,2,2020,Monday,June
2020-06-30,38,9549,2,2020,Tuesday,June
2020-07-01,32,9826,2,2020,Wednesday,July
2020-07-02,24,5775,2,2020,Thursday,July
2020-07-03,23,8277,2,2020,Friday,July
2020-07-04,29,5250,2,2020,Saturday,July
2020-07-05,43,5386,2,2020,Sunday,July
2020-07-06,50,9382,2,2020,Monday,July
2020-07-07,26,5202,2,2020,Tuesday,July
2020-07-08,19,5883,2,2020,Wednesday,July
2020-07-09,22,5666,2,2020,Thursday,July
2020-07-10,32,8630,2,2020,Friday,July
2020-07-11,31,8208,2,2020,Saturday,July
2020-07-12,17,6367,2,2020,Sunday,July
2020-07-13,16,9046,2,2020,Monday,July
2020-07-14,29,8367,2,2020,Tuesday,July
2020-07-15,28,7567,2,2020,Wednesday,July
2020-07-16,42,7536,2,2020,Thursday,July
2020-07-17,28,7074,2,2020,Friday,July
2020-07-18,49,5169,2,2020,Saturday,July
2020-07-19,49,8331,2,2020,Sunday,July
2020-07-20,50,9665,2,2020,Monday,July
2020-07-21,46,9973,2,2020,Tuesday,July
2020-07-22,50,8807,2,2020,Wednesday,July
2020-07-23,32,8739,2,2020,Thursday,July
2020-07-24,21,8021,2,2020,Friday,July
2020-07-25,38,6650,2,2020,Saturday,July
2020-07-26,38,8705,2,2020,Sunday,July
2020-07-27,19,9216,2,2020,Monday,July
2020-07-28,27,5573,2,2020,Tuesday,July
2020-07-29,15,8719,2,2020,Wednesday,July
2020-07-30,47,5535,2,2020,Thursday,July
2020-07-31,41,9897,2,2020,Friday,July
2020-08-01,34,9371,2,2020,Saturday,August
2020-08-02,32,6041,2,2020,Sunday,August
2020-08-03,34,8002,2,2020,Monday,August
2020-08-04,47,6055,2,2020,Tuesday,August
2020-08-05,19,7932,2,2020,Wednesday,August
2020-08-06,31,8288,2,2020,Thursday,August
2020-08-07,37,6567,2,2020,Friday,August
2020-08-08,29,9231,2,2020,Saturday,August
2020-08-09,41,5249,2,2020,Sunday,August
2020-08-10,33,9367,2,2020,Monday,August
2020-08-11,20,5791,2,2020,Tuesday,August
2020-08-12,48,8188,2,2020,Wednesday,August
2020-08-13,42,5058,2,2020,Thursday,August
2020-08-14,38,7958,2,2020,Friday,August
2020-08-15,36,8069,2,2020,Saturday,August
2020-08-16,16,5985,2,2020,Sunday,August
2020-08-17,46,7911,2,2020,Monday,August
2020-08-18,31,9877,2,2020,Tuesday,August
2020-08-19,25,6746,2,2020,Wednesday,August
2020-08-20,18,9736,2,2020,Thursday,August
2020-08-21,21,6860,2,2020,Friday,August
2020-08-22,20,9732,2,2020,Saturday,August
2020-08-23,49,9134,2,2020,Sunday,August
2020-08-24,43,7870,2,2020,Monday,August
2020-08-25,29,6372,2,2020,Tuesday,August
2020-08-26,18,7207,2,2020,Wednesday,August
2020-08-27,45,8788,2,2020,Thursday,August
2020-08-28,15,9966,2,2020,Friday,August
2020-08-29,25,5613,2,2020,Saturday,August
2020-08-30,18,9512,2,2020,Sunday,August
2020-08-31,47,8716,2,2020,Monday,August
2020-09-01,40,5406,2,2020,Tuesday,September
2020-09-02,23,6984,2,2020,Wednesday,September
2020-09-03,42,7965,2,2020,Thursday,September
2020-09-04,17,9622,2,2020,Friday,September
2020-09-05,45,5240,2,2020,Saturday,September
2020-09-06,15,9410,2,2020,Sunday,September
2020-09-07,22,8403,2,2020,Monday,September
2020-09-08,50,5403,2,2020,Tuesday,September
2020-09-09,46,8269,2,2020,Wednesday,September
2020-09-10,45,6125,2,2020,Thursday,September
2020-09-11,32,6173,2,2020,Friday,September
2020-09-12,29,7218,2,2020,Saturday,September
2020-09-13,28,6090,2,2020,Sunday,September
2020-09-14,22,6760,2,2020,Monday,September
2020-09-15,18,8154,2,2020,Tuesday,September
2020-09-16,21,9904,2,2020,Wednesday,September
2020-09-17,20,9348,2,2020,Thursday,September
2020-09-18,15,5906,2,2020,Friday,September
2020-09-19,37,7835,2,2020,Saturday,September
2020-09-20,32,9320,2,2020,Sunday,September
2020-09-21,41,5689,2,2020,Monday,September
2020-09-22,47,5262,2,2020,Tuesday,September
2020-09-23,41,6124,2,2020,Wednesday,September
2020-09-24,21,7288,2,2020,Thursday,September
2020-09-25,49,8000,2,2020,Friday,September
2020-09-26,20,6120,2,2020,Saturday,September
2020-09-27,23,7007,2,2020,Sunday,September
2020-09-28,40,9714,2,2020,Monday,September
2020-09-29,16,7038,2,2020,Tuesday,September
2020-09-30,18,8238,2,2020,Wednesday,September
2020-10-01,50,8555,2,2020,Thursday,October
2020-10-02,47,8642,2,2020,Friday,October
2020-10-03,22,8011,2,2020,Saturday,October
2020-10-04,46,7521,2,2020,Sunday,October
2020-10-05,16,9752,2,2020,Monday,October
2020-10-06,30,7871,2,2020,Tuesday,October
2020-10-07,38,7971,2,2020,Wednesday,October
2020-10-08,26,8235,2,2020,Thursday,October
2020-10-09,20,5194,2,2020,Friday,October
2020-10-10,36,5386,2,2020,Saturday,October
2020-10-11,28,9698,2,2020,Sunday,October
2020-10-12,16,6226,2,2020,Monday,October
2020-10-13,33,5166,2,2020,Tuesday,October
2020-10-14,34,9911,2,2020,Wednesday,October
2020-10-15,23,5600,2,2020,Thursday,October
2020-10-16,29,8762,2,2020,Friday,October
2020-10-17,20,5872,2,2020,Saturday,October
2020-10-18,19,7974,2,2020,Sunday,October
2020-10-19,41,8076,2,2020,Monday,October
2020-10-20,44,8263,2,2020,Tuesday,October
2020-10-21,36,8629,2,2020,Wednesday,October
2020-10-22,38,6268,2,2020,Thursday,October
2020-10-23,40,5585,2,2020,Friday,October
2020-10-24,36,6914,2,2020,Saturday,October
2020-10-25,28,7323,2,2020,Sunday,October
2020-10-26,50,6059,2,2020,Monday,October
2020-10-27,50,6591,2,2020,Tuesday,October
2020-10-28,39,6008,2,2020,Wednesday,October
2020-10-29,43,6263,2,2020,Thursday,October
2020-10-30,48,9463,2,2020,Friday,October
2020-10-31,17,7523,2,2020,Saturday,October
2020-11-01,45,8731,2,2020,Sunday,November
2020-11-02,45,6131,2,2020,Monday,November
2020-11-03,36,8687,2,2020,Tuesday,November
2020-11-04,22,9804,2,2020,Wednesday,November
2020-11-05,41,8681,2,2020,Thursday,November
2020-11-06,15,7001,2,2020,Friday,November
2020-11-07,34,7069,2,2020,Saturday,November
2020-11-08,24,7859,2,2020,Sunday,November
2020-11-09,16,8706,2,2020,Monday,November
2020-11-10,34,5465,2,2020,Tuesday,November
2020-11-11,21,6399,2,2020,Wednesday,November
2020-11-12,15,6106,2,2020,Thursday,November
2020-11-13,27,7867,2,2020,Friday,November
2020-11-14,40,8944,2,2020,Saturday,November
2020-11-15,42,8877,2,2020,Sunday,November
2020-11-16,15,5370,2,2020,Monday,November
2020-11-17,46,9557,2,2020,Tuesday,November
2020-11-18,35,9077,2,2020,Wednesday,November
2020-11-19,36,5655,2,2020,Thursday,November
2020-11-20,46,5546,2,2020,Friday,November
2020-11-21,26,7997,2,2020,Saturday,November
2020-11-22,50,7830,2,2020,Sunday,November
2020-11-23,22,5745,2,2020,Monday,November
2020-11-24,50,9832,2,2020,Tuesday,November
2020-11-25,33,5443,2,2020,Wednesday,November
2020-11-26,33,6519,2,2020,Thursday,November
2020-11-27,16,6862,2,2020,Friday,November
2020-11-28,37,8284,2,2020,Saturday,November
2020-11-29,47,5029,2,2020,Sunday,November
2020-11-30,36,7649,2,2020,Monday,November
2020-12-01,44,5441,2,2020,Tuesday,December
2020-12-02,28,9408,2,2020,Wednesday,December
2020-12-03,36,9813,2,2020,Thursday,December
2020-12-04,21,9410,2,2020,Friday,December
2020-12-05,21,6936,2,2020,Saturday,December
2020-12-06,39,7491,2,2020,Sunday,December
2020-12-07,32,8419,2,2020,Monday,December
2020-12-08,28,8800,2,2020,Tuesday,December
2020-12-09,31,8404,2,2020,Wednesday,December
2020-12-10,23,6046,2,2020,Thursday,December
2020-12-11,27,9644,2,2020,Friday,December
2020-12-12,41,5577,2,2020,Saturday,December
2020-12-13,38,8330,2,2020,Sunday,December
2020-12-14,46,6476,2,2020,Monday,December
2020-12-15,43,8019,2,2020,Tuesday,December
2020-12-16,26,8262,2,2020,Wednesday,December
2020-12-17,20,7029,2,2020,Thursday,December
2020-12-18,28,7829,2,2020,Friday,December
2020-12-19,21,9279,2,2020,Saturday,December
2020-12-20,19,6187,2,2020,Sunday,December
2020-12-21,42,7693,2,2020,Monday,December
2020-12-22,20,7877,2,2020,Tuesday,December
2020-12-23,17,5265,2,2020,Wednesday,December
2020-12-24,41,8235,2,2020,Thursday,December
2020-12-25,41,8506,2,2020,Friday,December
2020-12-26,45,8380,2,2020,Saturday,December
2020-12-27,20,5920,2,2020,Sunday,December
2020-12-28,28,7730,2,2020,Monday,December
2020-12-29,44,8898,2,2020,Tuesday,December
2020-12-30,31,6675,2,2020,Wednesday,December
2020-12-31,44,5907,2,2020,Thursday,December
2021-01-01,17,6832,2,2021,Friday,January
2021-01-02,24,5236,2,2021,Saturday,January
2021-01-03,23,5314,2,2021,Sunday,January
2021-01-04,15,8779,2,2021,Monday,January
2021-01-05,40,9480,2,2021,Tuesday,January
2021-01-06,38,6749,2,2021,Wednesday,January
2021-01-07,43,8315,2,2021,Thursday,January
2021-01-08,34,6247,2,2021,Friday,January
2021-01-09,37,8064,2,2021,Saturday,January
2021-01-10,23,6313,2,2021,Sunday,January
2021-01-11,39,9036,2,2021,Monday,January
2021-01-12,29,6698,2,2021,Tuesday,January
2021-01-13,24,8629,2,2021,Wednesday,January
2021-01-14,38,5942,2,2021,Thursday,January
2021-01-15,36,7678,2,2021,Friday,January
2021-01-16,40,6616,2,2021,Saturday,January
2021-01-17,33,9926,2,2021,Sunday,January
2021-01-18,17,8526,2,2021,Monday,January
2021-01-19,17,7842,2,2021,Tuesday,January
2021-01-20,45,9430,2,2021,Wednesday,January
2021-01-21,19,5948,2,2021,Thursday,January
2021-01-22,33,6336,2,2021,Friday,January
2021-01-23,25,6790,2,2021,Saturday,January
2021-01-24,50,7707,2,2021,Sunday,January
2021-01-25,46,8543,2,2021,Monday,January
2021-01-26,24,7199,2,2021,Tuesday,January
2021-01-27,39,5998,2,2021,Wednesday,January
2021-01-28,41,7612,2,2021,Thursday,January
2021-01-29,50,5722,2,2021,Friday,January
2021-01-30,16,5850,2,2021,Saturday,January
2021-01-31,32,6677,2,2021,Sunday,January
2021-02-01,36,5251,2,2021,Monday,February
2021-02-02,49,7751,2,2021,Tuesday,February
2021-02-03,42,6871,2,2021,Wednesday,February
2021-02-04,48,5483,2,2021,Thursday,February
2021-02-05,36,5884,2,2021,Friday,February
2021-02-06,17,9721,2,2021,Saturday,February
2021-02-07,33,5968,2,2021,Sunday,February
2021-02-08,23,8451,2,2021,Monday,February
2021-02-09,23,6907,2,2021,Tuesday,February
2021-02-10,26,6963,2,2021,Wednesday,February
2021-02-11,25,7782,2,2021,Thursday,February
2021-02-12,28,9727,2,2021,Friday,February
2021-02-13,18,8066,2,2021,Saturday,February
2021-02-14,24,9817,2,2021,Sunday,February
2021-02-15,18,8502,2,2021,Monday,February
2021-02-16,46,5808,2,2021,Tuesday,February
2021-02-17,42,9741,2,2021,Wednesday,February
2021-02-18,35,8487,2,2021,Thursday,February
2021-02-19,28,7447,2,2021,Friday,February
2021-02-20,25,8046,2,2021,Saturday,February
2021-02-21,22,5841,2,2021,Sunday,February
2021-02-22,35,7548,2,2021,Monday,February
2021-02-23,33,9925,2,2021,Tuesday,February
2021-02-24,31,9864,2,2021,Wednesday,February
2021-02-25,19,7813,2,2021,Thursday,February
2021-02-26,41,8408,2,2021,Friday,February
2021-02-27,22,7218,2,2021,Saturday,February
2021-02-28,40,5977,2,2021,Sunday,February
2021-03-01,43,8688,2,2021,Monday,March
2021-03-02,29,6015,2,2021,Tuesday,March
2021-03-03,36,8502,2,2021,Wednesday,March
2021-03-04,38,5914,2,2021,Thursday,March
2021-03-05,20,5594,2,2021,Friday,March
2021-03-06,32,9455,2,2021,Saturday,March
2021-03-07,45,9488,2,2021,Sunday,March
2021-03-08,30,8746,2,2021,Monday,March
2021-03-09,22,6982,2,2021,Tuesday,March
2021-03-10,31,7833,2,2021,Wednesday,March
2021-03-11,23,5974,2,2021,Thursday,March
2021-03-12,37,5937,2,2021,Friday,March
2021-03-13,46,7097,2,2021,Saturday,March
2021-03-14,28,6948,2,2021,Sunday,March
2021-03-15,43,7794,2,2021,Monday,March
2021-03-16,30,7017,2,2021,Tuesday,March
2021-03-17,27,6004,2,2021,Wednesday,March
2021-03-18,35,5988,2,2021,Thursday,March
2021-03-19,35,9114,2,2021,Friday,March
2021-03-20,26,8267,2,2021,Saturday,March
2021-03-21,35,9956,2,2021,Sunday,March
2021-03-22,24,9076,2,2021,Monday,March
2021-03-23,17,8449,2,2021,Tuesday,March
2021-03-24,48,5292,2,2021,Wednesday,March
2021-03-25,25,5536,2,2021,Thursday,March
2021-03-26,26,7624,2,2021,Friday,March
2021-03-27,47,9317,2,2021,Saturday,March
2021-03-28,35,7005,2,2021,Sunday,March
2021-03-29,32,7522,2,2021,Monday,March
2021-03-30,37,6114,2,2021,Tuesday,March
2021-03-31,29,8218,2,2021,Wednesday,March
2021-04-01,47,6542,2,2021,Thursday,April
2021-04-02,35,7230,2,2021,Friday,April
2021-04-03,50,6621,2,2021,Saturday,April
2021-04-04,17,9584,2,2021,Sunday,April
2021-04-05,38,5691,2,2021,Monday,April
2021-04-06,26,9765,2,2021,Tuesday,April
2021-04-07,22,9242,2,2021,Wednesday,April
2021-04-08,40,5153,2,2021,Thursday,April
2021-04-09,36,9259,2,2021,Friday,April
2021-04-10,27,7809,2,2021,Saturday,April
2021-04-11,40,7033,2,2021,Sunday,April
2021-04-12,39,9312,2,2021,Monday,April
2021-04-13,31,7981,2,2021,Tuesday,April
2021-04-14,47,9474,2,2021,Wednesday,April
2021-04-15,45,9387,2,2021,Thursday,April
2021-04-16,48,7757,2,2021,Friday,April
