Fecha,Productos,Ingreso,Tienda
24/09/2021,28,5229,1
25/09/2021,48,6550,1
26/09/2021,24,9449,1
27/09/2021,24,7350,1
28/09/2021,26,8122,1
29/09/2021,31,9601,1
30/09/2021,17,8707,1
01/10/2021,33,6905,1
02/10/2021,20,6065,1
03/10/2021,44,7706,1
04/10/2021,37,7809,1
05/10/2021,35,6069,1
06/10/2021,26,6265,1
07/10/2021,38,8823,1
08/10/2021,15,7693,1
09/10/2021,49,7881,1
10/10/2021,38,6459,1
11/10/2021,30,7391,1
12/10/2021,38,7694,1
13/10/2021,28,5348,1
14/10/2021,28,6860,1
15/10/2021,50,8935,1
16/10/2021,20,8738,1
17/10/2021,29,9359,1
18/10/2021,18,7879,1
19/10/2021,33,8818,1
20/10/2021,40,9003,1
21/10/2021,35,9891,1
22/10/2021,33,9664,1
23/10/2021,36,9668,1
24/10/2021,40,8282,1
25/10/2021,43,9728,1
26/10/2021,41,8114,1
27/10/2021,44,5485,1
28/10/2021,41,9892,1
29/10/2021,20,5617,1
30/10/2021,18,6958,1
31/10/2021,22,5569,1
01/11/2021,46,5532,1
02/11/2021,38,8022,1
03/11/2021,44,9614,1
04/11/2021,21,9832,1
05/11/2021,29,9263,1
06/11/2021,47,9078,1
07/11/2021,20,6967,1
08/11/2021,36,6620,1
09/11/2021,16,7851,1
10/11/2021,50,5542,1
11/11/2021,39,8590,1
12/11/2021,34,9500,1
13/11/2021,17,5964,1
14/11/2021,23,7307,1
15/11/2021,46,6218,1
16/11/2021,15,8939,1
17/11/2021,36,6545,1
18/11/2021,41,8907,1
19/11/2021,42,5973,1
20/11/2021,30,8207,1
21/11/2021,23,9367,1
22/11/2021,41,8465,1
23/11/2021,34,7289,1
24/11/2021,19,9645,1
25/11/2021,18,6717,1
26/11/2021,21,8138,1
27/11/2021,15,6320,1
28/11/2021,41,5285,1
29/11/2021,40,9807,1
30/11/2021,20,5336,1
01/12/2021,18,5736,1
02/12/2021,28,8873,1
03/12/2021,31,9570,1
04/12/2021,35,5034,1
05/12/2021,40,8807,1
06/12/2021,28,8484,1
07/12/2021,35,5309,1
08/12/2021,44,9544,1
09/12/2021,41,8244,1
10/12/2021,29,9682,1
11/12/2021,22,9801,1
12/12/2021,50,8877,1
13/12/2021,28,9380,1
14/12/2021,50,7753,1
15/12/2021,33,8149,1
16/12/2021,28,6119,1
17/12/2021,22,7525,1
18/12/2021,32,8377,1
19/12/2021,18,7900,1
20/12/2021,35,5966,1
21/12/2021,23,9351,1
22/12/2021,40,5592,1
23/12/2021,45,8638,1
24/12/2021,39,8924,1
25/12/2021,44,5007,1
26/12/2021,45,8398,1
27/12/2021,37,5663,1
28/12/2021,42,6974,1
29/12/2021,48,7007,1
30/12/2021,41,9052,1
31/12/2021,33,9996,1
01/01/2019,25,5172,2
02/01/2019,22,9399,2
03/01/2019,42,7850,2
04/01/2019,39,8706,2
05/01/2019,28,8592,2
06/01/2019,41,9331,2
07/01/2019,18,9083,2
08/01/2019,23,9077,2
09/01/2019,50,8786,2
10/01/2019,19,9378,2
11/01/2019,31,7892,2
12/01/2019,46,9354,2
13/01/2019,47,7626,2
14/01/2019,46,8498,2
15/01/2019,28,8429,2
16/01/2019,44,6050,2
17/01/2019,43,9953,2
18/01/2019,29,8867,2
19/01/2019,29,6824,2
20/01/2019,48,6357,2
21/01/2019,36,9505,2
22/01/2019,41,7351,2
23/01/2019,41,5453,2
24/01/2019,28,6269,2
25/01/2019,28,5714,2
26/01/2019,45,7403,2
27/01/2019,40,9749,2
28/01/2019,32,6941,2
29/01/2019,15,9622,2
30/01/2019,29,6464,2
31/01/2019,20,9915,2
01/02/2019,45,9193,2
02/02/2019,22,6174,2
03/02/2019,45,5192,2
04/02/2019,28,6424,2
05/02/2019,25,9341,2
06/02/2019,29,9624,2
07/02/2019,20,6663,2
08/02/2019,43,9085,2
09/02/2019,34,8614,2
10/02/2019,32,9735,2
11/02/2019,15,7835,2
12/02/2019,47,5421,2
13/02/2019,45,7376,2
14/02/2019,27,9494,2
15/02/2019,40,7231,2
16/02/2019,15,6156,2
17/02/2019,31,7751,2
18/02/2019,29,9482,2
19/02/2019,28,8793,2
20/02/2019,43,7455,2
21/02/2019,32,9809,2
22/02/2019,16,8216,2
23/02/2019,15,8768,2
24/02/2019,45,9681,2
25/02/2019,28,8868,2
26/02/2019,39,6346,2
27/02/2019,15,6679,2
28/02/2019,41,9097,2
01/03/2019,31,6449,2
02/03/2019,25,8706,2
03/03/2019,36,8630,2
04/03/2019,39,5192,2
05/03/2019,39,8857,2
06/03/2019,43,8063,2
07/03/2019,17,9649,2
08/03/2019,20,5741,2
09/03/2019,26,8287,2
10/03/2019,38,6203,2
11/03/2019,35,8251,2
12/03/2019,26,9399,2
13/03/2019,30,8644,2
14/03/2019,48,8387,2
15/03/2019,26,5064,2
16/03/2019,46,5449,2
17/03/2019,22,5309,2
18/03/2019,17,6795,2
19/03/2019,31,6107,2
20/03/2019,32,8737,2
21/03/2019,28,6388,2
22/03/2019,26,7676,2
23/03/2019,27,5677,2
24/03/2019,35,8884,2
25/03/2019,35,5011,2
26/03/2019,44,7201,2
27/03/2019,32,7128,2
28/03/2019,22,6642,2
29/03/2019,16,7806,2
30/03/2019,31,9030,2
31/03/2019,36,7426,2
01/04/2019,46,5664,2
02/04/2019,49,5445,2
03/04/2019,23,5248,2
04/04/2019,36,7909,2
05/04/2019,41,5473,2
06/04/2019,39,9658,2
07/04/2019,28,8750,2
08/04/2019,26,5072,2
09/04/2019,25,6989,2
10/04/2019,34,8012,2
11/04/2019,45,8409,2
12/04/2019,27,8390,2
13/04/2019,28,5518,2
14/04/2019,35,8913,2
15/04/2019,32,9950,2
16/04/2019,33,7821,2
17/04/2019,31,5502,2
18/04/2019,40,6070,2
19/04/2019,49,9731,2
20/04/2019,48,5574,2
21/04/2019,31,6771,2
22/04/2019,39,5575,2
23/04/2019,18,6011,2
24/04/2019,32,9392,2
25/04/2019,34,7087,2
26/04/2019,19,8954,2
27/04/2019,22,8044,2
28/04/2019,48,8637,2
29/04/2019,26,9950,2
30/04/2019,48,6616,2
01/05/2019,17,6275,2
02/05/2019,43,5651,2
03/05/2019,27,5456,2
04/05/2019,16,6690,2
05/05/2019,31,9853,2
06/05/2019,42,5985,2
07/05/2019,23,7077,2
08/05/2019,26,7813,2
09/05/2019,29,6652,2
10/05/2019,16,8685,2
11/05/2019,46,7653,2
12/05/2019,15,8456,2
13/05/2019,44,7760,2
14/05/2019,40,9981,2
15/05/2019,31,7694,2
16/05/2019,20,6031,2
17/05/2019,34,6284,2
18/05/2019,19,8925,2
19/05/2019,20,8910,2
20/05/2019,28,5155,2
21/05/2019,32,5347,2
22/05/2019,48,6360,2
23/05/2019,48,5351,2
24/05/2019,26,6355,2
25/05/2019,27,8962,2
26/05/2019,36,9383,2
27/05/2019,22,5242,2
28/05/2019,34,5249,2
29/05/2019,39,8164,2
30/05/2019,36,6706,2
31/05/2019,23,5319,2
01/06/2019,33,9222,2
02/06/2019,28,8356,2
03/06/2019,24,9506,2
04/06/2019,27,8589,2
05/06/2019,36,5660,2
06/06/2019,37,7705,2
07/06/2019,47,8495,2
08/06/2019,27,7341,2
09/06/2019,17,8975,2
10/06/2019,39,8002,2
11/06/2019,35,9165,2
12/06/2019,26,5690,2
13/06/2019,33,8720,2
14/06/2019,17,5311,2
15/06/2019,35,8322,2
16/06/2019,16,5061,2
17/06/2019,34,9459,2
18/06/2019,44,9435,2
19/06/2019,40,9014,2
20/06/2019,36,5235,2
21/06/2019,46,8454,2
22/06/2019,36,8167,2
23/06/2019,33,6887,2
24/06/2019,27,5973,2
25/06/2019,33,8779,2
26/06/2019,43,9028,2
27/06/2019,22,9987,2
28/06/2019,32,6370,2
29/06/2019,19,7741,2
30/06/2019,16,8280,2
01/07/2019,17,9418,2
02/07/2019,35,8623,2
03/07/2019,17,9513,2
04/07/2019,20,8333,2
05/07/2019,17,7642,2
06/07/2019,39,9708,2
07/07/2019,41,8235,2
08/07/2019,30,7264,2
09/07/2019,19,5102,2
10/07/2019,48,6912,2
11/07/2019,45,5491,2
12/07/2019,49,6651,2
13/07/2019,17,9815,2
14/07/2019,24,6050,2
15/07/2019,43,9254,2
16/07/2019,16,9123,2
17/07/2019,43,8201,2
18/07/2019,23,9621,2
19/07/2019,30,7090,2
20/07/2019,36,9459,2
21/07/2019,45,5692,2
22/07/2019,15,7530,2
23/07/2019,44,6012,2
24/07/2019,43,5933,2
25/07/2019,37,8221,2
26/07/2019,38,6654,2
27/07/2019,36,9488,2
28/07/2019,39,9464,2
29/07/2019,36,7948,2
30/07/2019,38,8888,2
31/07/2019,21,8766,2
01/08/2019,41,5297,2
02/08/2019,43,6437,2
03/08/2019,47,5795,2
04/08/2019,50,8802,2
05/08/2019,33,5876,2
06/08/2019,31,5851,2
07/08/2019,17,8092,2
08/08/2019,31,8083,2
09/08/2019,49,5793,2
10/08/2019,38,9857,2
11/08/2019,19,9830,2
12/08/2019,36,8148,2
13/08/2019,49,9658,2
14/08/2019,36,8529,2
15/08/2019,40,8991,2
16/08/2019,33,7126,2
17/08/2019,48,9115,2
18/08/2019,33,9417,2
19/08/2019,15,5720,2
20/08/2019,40,5021,2
21/08/2019,37,6847,2
22/08/2019,36,8487,2
23/08/2019,39,6330,2
24/08/2019,34,6081,2
25/08/2019,15,9051,2
26/08/2019,28,5109,2
27/08/2019,25,7651,2
28/08/2019,34,6439,2
29/08/2019,35,7490,2
30/08/2019,41,5604,2
31/08/2019,25,9967,2
01/09/2019,34,7253,2
02/09/2019,42,5455,2
03/09/2019,42,6415,2
04/09/2019,18,9128,2
05/09/2019,49,8368,2
06/09/2019,16,7333,2
07/09/2019,42,7439,2
08/09/2019,41,8470,2
09/09/2019,40,5239,2
10/09/2019,30,7682,2
11/09/2019,47,6433,2
12/09/2019,46,9747,2
13/09/2019,41,9896,2
14/09/2019,47,7645,2
15/09/2019,34,7856,2
16/09/2019,41,7015,2
17/09/2019,25,8576,2
18/09/2019,38,5088,2
19/09/2019,33,9798,2
20/09/2019,22,5874,2
21/09/2019,27,9632,2
22/09/2019,49,8488,2
23/09/2019,45,7159,2
24/09/2019,42,9602,2
25/09/2019,36,7597,2
26/09/2019,21,9138,2
27/09/2019,16,6108,2
28/09/2019,50,7021,2
29/09/2019,23,8196,2
30/09/2019,27,7952,2
01/10/2019,27,6176,2
02/10/2019,35,8277,2
03/10/2019,45,8549,2
04/10/2019,48,5986,2
05/10/2019,15,9639,2
06/10/2019,45,9097,2
07/10/2019,44,8857,2
08/10/2019,32,5039,2
09/10/2019,32,5326,2
10/10/2019,30,8802,2
11/10/2019,43,6982,2
12/10/2019,27,8072,2
13/10/2019,47,9825,2
14/10/2019,20,6009,2
15/10/2019,43,9243,2
16/10/2019,46,5800,2
17/10/2019,26,8294,2
18/10/2019,40,9573,2
19/10/2019,19,8307,2
20/10/2019,48,7257,2
21/10/2019,45,9109,2
22/10/2019,23,7295,2
23/10/2019,47,7713,2
24/10/2019,50,8840,2
25/10/2019,47,8052,2
26/10/2019,38,6545,2
27/10/2019,42,5487,2
28/10/2019,27,6184,2
29/10/2019,24,6561,2
30/10/2019,46,9800,2
31/10/2019,31,9514,2
01/11/2019,15,8165,2
02/11/2019,21,9467,2
03/11/2019,44,7881,2
04/11/2019,25,5788,2
05/11/2019,19,5676,2
06/11/2019,28,6846,2
07/11/2019,45,5644,2
08/11/2019,43,7529,2
09/11/2019,50,6581,2
10/11/2019,25,5015,2
11/11/2019,17,7065,2
12/11/2019,25,9980,2
13/11/2019,37,7740,2
14/11/2019,37,8388,2
15/11/2019,23,9360,2
16/11/2019,23,5371,2
17/11/2019,44,5935,2
18/11/2019,15,8689,2
19/11/2019,21,7100,2
20/11/2019,41,9178,2
21/11/2019,38,6320,2
22/11/2019,38,8219,2
23/11/2019,41,9661,2
24/11/2019,46,6636,2
25/11/2019,39,9418,2
26/11/2019,44,8318,2
27/11/2019,30,8661,2
28/11/2019,48,7460,2
29/11/2019,20,9186,2
30/11/2019,41,6729,2
01/12/2019,31,7329,2
02/12/2019,17,5579,2
03/12/2019,35,5891,2
04/12/2019,40,7484,2
05/12/2019,25,8928,2
06/12/2019,36,6936,2
07/12/2019,38,6652,2
08/12/2019,47,8463,2
09/12/2019,16,9177,2
10/12/2019,36,9537,2
11/12/2019,45,9133,2
12/12/2019,34,5325,2
13/12/2019,21,6937,2
14/12/2019,29,9004,2
15/12/2019,16,5565,2
16/12/2019,21,7521,2
17/12/2019,16,9874,2
18/12/2019,46,7286,2
19/12/2019,21,7327,2
20/12/2019,18,5840,2
21/12/2019,25,5224,2
22/12/2019,27,8052,2
23/12/2019,50,5099,2
24/12/2019,27,8519,2
25/12/2019,22,8502,2
26/12/2019,20,7721,2
27/12/2019,42,7548,2
28/12/2019,17,6003,2
29/12/2019,48,9845,2
30/12/2019,15,7907,2
31/12/2019,24,9914,2
01/01/2020,25,5968,2
02/01/2020,44,8505,2
03/01/2020,36,5342,2
04/01/2020,50,9553,2
05/01/2020,22,6417,2
06/01/2020,19,7214,2
07/01/2020,47,5070,2
08/01/2020,15,9482,2
09/01/2020,44,8385,2
10/01/2020,31,9717,2
11/01/2020,50,9271,2
12/01/2020,47,9712,2
13/01/2020,36,6155,2
14/01/2020,39,9029,2
15/01/2020,31,8386,2
16/01/2020,38,9313,2
17/01/2020,40,7242,2
18/01/2020,27,7348,2
19/01/2020,32,6713,2
20/01/2020,39,5683,2
21/01/2020,21,5623,2
22/01/2020,50,9474,2
23/01/2020,22,6414,2
24/01/2020,48,8221,2
25/01/2020,17,7472,2
26/01/2020,36,8653,2
27/01/2020,27,9052,2
28/01/2020,43,7713,2
29/01/2020,27,6996,2
30/01/2020,24,8844,2
31/01/2020,15,5731,2
01/02/2020,32,6625,2
02/02/2020,22,7674,2
03/02/2020,28,5910,2
04/02/2020,35,5979,2
05/02/2020,20,5052,2
06/02/2020,39,6066,2
07/02/2020,15,5621,2
08/02/2020,18,5631,2
09/02/2020,29,7496,2
10/02/2020,47,5914,2
11/02/2020,24,9941,2
12/02/2020,47,5400,2
13/02/2020,43,9387,2
14/02/2020,35,6153,2
15/02/2020,42,9598,2
16/02/2020,19,8384,2
17/02/2020,19,6179,2
18/02/2020,27,9820,2
19/02/2020,20,6427,2
20/02/2020,39,9169,2
21/02/2020,19,8165,2
22/02/2020,25,6052,2
23/02/2020,25,5707,2
24/02/2020,19,6440,2
25/02/2020,28,6658,2
26/02/2020,16,7536,2
27/02/2020,38,5392,2
28/02/2020,18,6189,2
29/02/2020,39,5198,2
01/03/2020,34,5714,2
02/03/2020,24,9097,2
03/03/2020,27,8505,2
04/03/2020,26,6647,2
05/03/2020,31,9922,2
06/03/2020,15,5639,2
07/03/2020,37,7044,2
08/03/2020,21,7680,2
09/03/2020,40,7744,2
10/03/2020,35,9111,2
11/03/2020,28,8426,2
12/03/2020,24,5100,2
13/03/2020,30,8645,2
14/03/2020,25,7664,2
15/03/2020,32,6326,2
16/03/2020,17,7733,2
17/03/2020,28,7951,2
18/03/2020,26,7212,2
19/03/2020,35,7690,2
20/03/2020,45,7768,2
21/03/2020,15,6138,2
22/03/2020,23,8919,2
23/03/2020,21,9903,2
24/03/2020,43,9080,2
25/03/2020,20,7427,2
26/03/2020,31,6629,2
27/03/2020,43,6760,2
28/03/2020,23,7134,2
29/03/2020,47,9190,2
30/03/2020,25,9536,2
31/03/2020,50,7197,2
01/04/2020,44,9586,2
02/04/2020,33,9708,2
03/04/2020,46,9385,2
04/04/2020,40,7367,2
05/04/2020,39,6513,2
06/04/2020,42,9249,2
07/04/2020,27,8046,2
08/04/2020,41,6221,2
09/04/2020,30,8263,2
10/04/2020,18,5116,2
11/04/2020,36,9521,2
12/04/2020,42,8160,2
13/04/2020,41,8866,2
14/04/2020,41,7579,2
15/04/2020,43,5383,2
16/04/2020,39,8516,2
17/04/2020,43,5194,2
18/04/2020,36,6524,2
19/04/2020,46,8692,2
20/04/2020,38,9355,2
21/04/2020,47,5325,2
22/04/2020,48,7910,2
23/04/2020,23,8484,2
24/04/2020,29,5388,2
25/04/2020,46,9798,2
26/04/2020,25,8326,2
27/04/2020,39,7833,2
28/04/2020,43,9129,2
29/04/2020,30,6200,2
30/04/2020,32,6329,2
01/05/2020,44,5320,2
02/05/2020,33,7289,2
03/05/2020,40,5402,2
04/05/2020,19,8988,2
05/05/2020,15,7461,2
06/05/2020,35,6924,2
07/05/2020,29,8614,2
08/05/2020,20,5450,2
09/05/2020,22,8645,2
10/05/2020,20,8207,2
11/05/2020,48,8903,2
12/05/2020,17,9730,2
13/05/2020,26,9143,2
14/05/2020,46,6352,2
15/05/2020,49,8136,2
16/05/2020,20,6840,2
17/05/2020,39,9316,2
18/05/2020,32,6307,2
19/05/2020,38,9833,2
20/05/2020,45,9637,2
21/05/2020,25,5435,2
22/05/2020,47,6021,2
23/05/2020,22,9419,2
24/05/2020,25,8693,2
25/05/2020,27,5835,2
26/05/2020,24,5532,2
27/05/2020,49,5916,2
28/05/2020,23,8841,2
29/05/2020,35,9847,2
30/05/2020,49,9717,2
31/05/2020,40,7336,2
01/06/2020,33,7379,2
02/06/2020,45,6904,2
03/06/2020,21,9696,2
04/06/2020,20,9446,2
05/06/2020,42,6857,2
06/06/2020,33,7352,2
07/06/2020,32,6475,2
08/06/2020,24,9345,2
09/06/2020,48,7728,2
10/06/2020,41,5223,2
11/06/2020,42,8617,2
12/06/2020,46,6030,2
13/06/2020,38,7728,2
14/06/2020,20,5488,2
15/06/2020,40,7961,2
16/06/2020,30,5781,2
17/06/2020,34,6639,2
18/06/2020,33,8066,2
19/06/2020,21,5643,2
20/06/2020,29,9972,2
21/06/2020,50,6308,2
22/06/2020,15,6078,2
23/06/2020,43,6963,2
24/06/2020,43,5919,2
25/06/2020,47,5146,2
26/06/2020,39,8139,2
27/06/2020,36,8799,2
28/06/2020,16,9238,2
29/06/2020,21,6305,2
30/06/2020,38,9549,2
01/07/2020,32,9826,2
02/07/2020,24,5775,2
03/07/2020,23,8277,2
04/07/2020,29,5250,2
05/07/2020,43,5386,2
06/07/2020,50,9382,2
07/07/2020,26,5202,2
08/07/2020,19,5883,2
09/07/2020,22,5666,2
10/07/2020,32,8630,2
11/07/2020,31,8208,2
12/07/2020,17,6367,2
13/07/2020,16,9046,2
14/07/2020,29,8367,2
15/07/2020,28,7567,2
16/07/2020,42,7536,2
17/07/2020,28,7074,2
18/07/2020,49,5169,2
19/07/2020,49,8331,2
20/07/2020,50,9665,2
21/07/2020,46,9973,2
22/07/2020,50,8807,2
23/07/2020,32,8739,2
24/07/2020,21,8021,2
25/07/2020,38,6650,2
26/07/2020,38,8705,2
27/07/2020,19,9216,2
28/07/2020,27,5573,2
29/07/2020,15,8719,2
30/07/2020,47,5535,2
31/07/2020,41,9897,2
01/08/2020,34,9371,2
02/08/2020,32,6041,2
03/08/2020,34,8002,2
04/08/2020,47,6055,2
05/08/2020,19,7932,2
06/08/2020,31,8288,2
07/08/2020,37,6567,2
08/08/2020,29,9231,2
09/08/2020,41,5249,2
10/08/2020,33,9367,2
11/08/2020,20,5791,2
12/08/2020,48,8188,2
13/08/2020,42,5058,2
14/08/2020,38,7958,2
15/08/2020,36,8069,2
16/08/2020,16,5985,2
17/08/2020,46,7911,2
18/08/2020,31,9877,2
19/08/2020,25,6746,2
20/08/2020,18,9736,2
21/08/2020,21,6860,2
22/08/2020,20,9732,2
23/08/2020,49,9134,2
24/08/2020,43,7870,2
25/08/2020,29,6372,2
26/08/2020,18,7207,2
27/08/2020,45,8788,2
28/08/2020,15,9966,2
29/08/2020,25,5613,2
30/08/2020,18,9512,2
31/08/2020,47,8716,2
01/09/2020,40,5406,2
02/09/2020,23,6984,2
03/09/2020,42,7965,2
04/09/2020,17,9622,2
05/09/2020,45,5240,2
06/09/2020,15,9410,2
07/09/2020,22,8403,2
08/09/2020,50,5403,2
09/09/2020,46,8269,2
10/09/2020,45,6125,2
11/09/2020,32,6173,2
12/09/2020,29,7218,2
13/09/2020,28,6090,2
14/09/2020,22,6760,2
15/09/2020,18,8154,2
16/09/2020,21,9904,2
17/09/2020,20,9348,2
18/09/2020,15,5906,2
19/09/2020,37,7835,2
20/09/2020,32,9320,2
21/09/2020,41,5689,2
22/09/2020,47,5262,2
23/09/2020,41,6124,2
24/09/2020,21,7288,2
25/09/2020,49,8000,2
26/09/2020,20,6120,2
27/09/2020,23,7007,2
28/09/2020,40,9714,2
29/09/2020,16,7038,2
30/09/2020,18,8238,2
01/10/2020,50,8555,2
02/10/2020,47,8642,2
03/10/2020,22,8011,2
04/10/2020,46,7521,2
05/10/2020,16,9752,2
06/10/2020,30,7871,2
07/10/2020,38,7971,2
08/10/2020,26,8235,2
09/10/2020,20,5194,2
10/10/2020,36,5386,2
11/10/2020,28,9698,2
12/10/2020,16,6226,2
13/10/2020,33,5166,2
14/10/2020,34,9911,2
15/10/2020,23,5600,2
16/10/2020,29,8762,2
17/10/2020,20,5872,2
18/10/2020,19,7974,2
19/10/2020,41,8076,2
20/10/2020,44,8263,2
21/10/2020,36,8629,2
22/10/2020,38,6268,2
23/10/2020,40,5585,2
24/10/2020,36,6914,2
25/10/2020,28,7323,2
26/10/2020,50,6059,2
27/10/2020,50,6591,2
28/10/2020,39,6008,2
29/10/2020,43,6263,2
30/10/2020,48,9463,2
31/10/2020,17,7523,2
01/11/2020,45,8731,2
02/11/2020,45,6131,2
03/11/2020,36,8687,2
04/11/2020,22,9804,2
05/11/2020,41,8681,2
06/11/2020,15,7001,2
07/11/2020,34,7069,2
08/11/2020,24,7859,2
09/11/2020,16,8706,2
10/11/2020,34,5465,2
11/11/2020,21,6399,2
12/11/2020,15,6106,2
13/11/2020,27,7867,2
14/11/2020,40,8944,2
15/11/2020,42,8877,2
16/11/2020,15,5370,2
17/11/2020,46,9557,2
18/11/2020,35,9077,2
19/11/2020,36,5655,2
20/11/2020,46,5546,2
21/11/2020,26,7997,2
22/11/2020,50,7830,2
23/11/2020,22,5745,2
24/11/2020,50,9832,2
25/11/2020,33,5443,2
26/11/2020,33,6519,2
27/11/2020,16,6862,2
28/11/2020,37,8284,2
29/11/2020,47,5029,2
30/11/2020,36,7649,2
01/12/2020,44,5441,2
02/12/2020,28,9408,2
03/12/2020,36,9813,2
04/12/2020,21,9410,2
05/12/2020,21,6936,2
06/12/2020,39,7491,2
07/12/2020,32,8419,2
08/12/2020,28,8800,2
09/12/2020,31,8404,2
10/12/2020,23,6046,2
11/12/2020,27,9644,2
12/12/2020,41,5577,2
13/12/2020,38,8330,2
14/12/2020,46,6476,2
15/12/2020,43,8019,2
16/12/2020,26,8262,2
17/12/2020,20,7029,2
18/12/2020,28,7829,2
19/12/2020,21,9279,2
20/12/2020,19,6187,2
21/12/2020,42,7693,2
22/12/2020,20,7877,2
23/12/2020,17,5265,2
24/12/2020,41,8235,2
25/12/2020,41,8506,2
26/12/2020,45,8380,2
27/12/2020,20,5920,2
28/12/2020,28,7730,2
29/12/2020,44,8898,2
30/12/2020,31,6675,2
31/12/2020,44,5907,2
01/01/2021,17,6832,2
02/01/2021,24,5236,2
03/01/2021,23,5314,2
04/01/2021,15,8779,2
05/01/2021,40,9480,2
06/01/2021,38,6749,2
07/01/2021,43,8315,2
08/01/2021,34,6247,2
09/01/2021,37,8064,2
10/01/2021,23,6313,2
11/01/2021,39,9036,2
12/01/2021,29,6698,2
13/01/2021,24,8629,2
14/01/2021,38,5942,2
15/01/2021,36,7678,2
16/01/2021,40,6616,2
17/01/2021,33,9926,2
18/01/2021,17,8526,2
19/01/2021,17,7842,2
20/01/2021,45,9430,2
21/01/2021,19,5948,2
22/01/2021,33,6336,2
23/01/2021,25,6790,2
24/01/2021,50,7707,2
25/01/2021,46,8543,2
26/01/2021,24,7199,2
27/01/2021,39,5998,2
28/01/2021,41,7612,2
29/01/2021,50,5722,2
30/01/2021,16,5850,2
31/01/2021,32,6677,2
01/02/2021,36,5251,2
02/02/2021,49,7751,2
03/02/2021,42,6871,2
04/02/2021,48,5483,2
05/02/2021,36,5884,2
06/02/2021,17,9721,2
07/02/2021,33,5968,2
08/02/2021,23,8451,2
09/02/2021,23,6907,2
10/02/2021,26,6963,2
11/02/2021,25,7782,2
12/02/2021,28,9727,2
13/02/2021,18,8066,2
14/02/2021,24,9817,2
15/02/2021,18,8502,2
16/02/2021,46,5808,2
17/02/2021,42,9741,2
18/02/2021,35,8487,2
19/02/2021,28,7447,2
20/02/2021,25,8046,2
21/02/2021,22,5841,2
22/02/2021,35,7548,2
23/02/2021,33,9925,2
24/02/2021,31,9864,2
25/02/2021,19,7813,2
26/02/2021,41,8408,2
27/02/2021,22,7218,2
28/02/2021,40,5977,2
01/03/2021,43,8688,2
02/03/2021,29,6015,2
03/03/2021,36,8502,2
04/03/2021,38,5914,2
05/03/2021,20,5594,2
06/03/2021,32,9455,2
07/03/2021,45,9488,2
08/03/2021,30,8746,2
09/03/2021,22,6982,2
10/03/2021,31,7833,2
11/03/2021,23,5974,2
12/03/2021,37,5937,2
13/03/2021,46,7097,2
14/03/2021,28,6948,2
15/03/2021,43,7794,2
16/03/2021,30,7017,2
17/03/2021,27,6004,2
18/03/2021,35,5988,2
19/03/2021,35,9114,2
20/03/2021,26,8267,2
21/03/2021,35,9956,2
22/03/2021,24,9076,2
23/03/2021,17,8449,2
24/03/2021,48,5292,2
25/03/2021,25,5536,2
26/03/2021,26,7624,2
27/03/2021,47,9317,2
28/03/2021,35,7005,2
29/03/2021,32,7522,2
30/03/2021,37,6114,2
31/03/2021,29,8218,2
01/04/2021,47,6542,2
02/04/2021,35,7230,2
03/04/2021,50,6621,2
04/04/2021,17,9584,2
05/04/2021,38,5691,2
06/04/2021,26,9765,2
07/04/2021,22,9242,2
08/04/2021,40,5153,2
09/04/2021,36,9259,2
10/04/2021,27,7809,2
11/04/2021,40,7033,2
12/04/2021,39,9312,2
13/04/2021,31,7981,2
14/04/2021,47,9474,2
15/04/2021,45,9387,2
16/04/2021,48,7757,2
17/04/2021,16,6104,2
18/04/2021,23,5263,2
19/04/2021,27,9518,2
20/04/2021,34,9579,2
21/04/2021,40,9416,2
22/04/2021,15,5270,2
23/04/2021,23,8978,2
24/04/2021,32,9971,2
25/04/2021,35,7277,2
26/04/2021,22,5952,2
27/04/2021,35,8285,2
28/04/2021,39,8906,2
29/04/2021,50,6611,2
30/04/2021,20,8615,2
01/05/2021,21,8421,2
02/05/2021,16,8515,2
03/05/2021,29,6294,2
04/05/2021,26,9127,2
05/05/2021,27,5370,2
06/05/2021,30,9933,2
07/05/2021,27,8180,2
08/05/2021,21,9717,2
09/05/2021,43,9439,2
10/05/2021,16,6205,2
11/05/2021,28,5211,2
12/05/2021,29,8875,2
13/05/2021,43,7153,2
14/05/2021,31,5211,2
15/05/2021,33,8669,2
16/05/2021,24,9637,2
17/05/2021,22,6740,2
18/05/2021,39,5866,2
19/05/2021,25,5797,2
20/05/2021,19,7091,2
21/05/2021,25,5960,2
22/05/2021,22,5607,2
23/05/2021,18,6528,2
24/05/2021,16,7680,2
25/05/2021,21,5372,2
26/05/2021,37,5096,2
27/05/2021,17,9553,2
28/05/2021,39,5211,2
29/05/2021,38,7738,2
30/05/2021,43,8730,2
31/05/2021,18,9986,2
01/06/2021,22,7821,2
02/06/2021,31,5150,2
03/06/2021,42,5853,2
04/06/2021,34,6448,2
05/06/2021,32,8496,2
06/06/2021,48,6726,2
07/06/2021,47,9635,2
08/06/2021,43,8316,2
09/06/2021,32,7476,2
10/06/2021,43,7242,2
11/06/2021,19,8922,2
12/06/2021,17,9752,2
13/06/2021,32,9087,2
14/06/2021,38,9197,2
15/06/2021,41,5594,2
16/06/2021,33,8439,2
17/06/2021,29,6459,2
